,text,neg,neu,pos,compound
390,"@LeeTheCryptoKn1 @CBCNews The warmer it gets the nicer Canada will get, more C02 the bigger plants get that release more oxygen. Global warming can’t be stopped if the planet wants to heat up its not humans doing it one volcano eruption will dwarf all of human output",0.093,0.757,0.15,0.9999
391,"RT @constantin_t: 💎 “No one has ever shown that human emissions of #CO2 drives global warming!” - Australian Geologist, Professor #IanPlime…",0.093,0.757,0.15,0.9999
392,"RT @CoachBalto: Global warming is coming for your cars, not those bicyclist wanting protected bike lanes.  https://t.co/JvgZcCZrH2",0.093,0.757,0.15,0.9999
393,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",0.093,0.757,0.15,0.9999
394,Without that global warming .....Edmonton would have been in  trouble ..... https://t.co/y2MW9pmx7B,0.093,0.757,0.15,0.9999
395,"RT @constantin_t: 💎 “No one has ever shown that human emissions of #CO2 drives global warming!” - Australian Geologist, Professor #IanPlime…",0.093,0.757,0.15,0.9999
396,@Merica_81 Babe we have to save the world by getting more boosters and I just donated the rest of our savings to fight the war in Ukraine. Ps global warming is trumps fault just confirmed. Knew it.,0.093,0.757,0.15,0.9999
397,"@GregorMacdonald Renewables going fwd have cost benefits which everyone is interested in. Renewables 2010-20 &amp; earlier were mostly driven by ideology (global warming concerns), not economics.  Non-buyers incl the many that disagreed with the ideology or agreed with it but refused the higher cost",0.092,0.757,0.15,0.9999
398,Global Warming To Activate Zombie Viruses https://t.co/gklcXpxem9,0.092,0.757,0.151,0.9999
399,"RT @thehealthb0t: Spraying the skies with sulfate particles (chemtrails) will destroy the planet faster than ""global warming"" ever could.",0.093,0.757,0.15,0.9999
400,"Is It Hot Enough for You?: Global Warming Heats Up (24/7: Behind the Headlines Special Editions) J0EYHMH

https://t.co/MTwOW2rmQ1 https://t.co/QUTJDnOURF",0.093,0.757,0.15,0.9999
401,RT @ACCIONA_EN: Climate change denial has gone from rejecting scientific evidence to dodging taking urgent measures to halt global warming…,0.093,0.757,0.15,0.9999
402,"RT @BillSparow1: @QuentinDempster How good is Global Warming 
The world has warmed 1 degree C in the last 170 years. 
Climate death rate ha…",0.093,0.757,0.15,0.9999
403,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",0.093,0.757,0.15,0.9999
405,@TomTSEC They changed it to Climate Change now to cover hot and cold. Global Warming wasn’t selling.,0.092,0.758,0.149,0.9999
406,@TIME Also noone cares about global warming. https://t.co/tCyVHm9Nnd,0.093,0.758,0.149,0.9999
408,"RT @tan123: For your copy/paste pleasure, here is some stuff that I like to say/tweet: 
CO2 is *not* the climate control knob.  It’s a poli…",0.093,0.757,0.15,0.9999
409,"RT @tan123: For your copy/paste pleasure, here is some stuff that I like to say/tweet: 
CO2 is *not* the climate control knob.  It’s a poli…",0.093,0.757,0.15,0.9999
410,"@Ingrown_nail @chair_this @Breaking911 I'm so old I remember when ""climate change"" was called ""global warming"". They had to pivot once we reached 2020 and Miami wasn't at the bottom of the ocean though.",0.093,0.757,0.15,0.9999
411,@juniperjadey The only global warming that’s acceptable,0.093,0.757,0.15,0.9999
413,"RT @ogwausa: Will these 50-million-year-old mummies survive the ""climate crisis""?

Should you stop contributing to your 401k?

Tune in next…",0.093,0.757,0.15,0.9999
415,"ORGANIZED FAMINE: Germany Orders Farmers to Slash Fertilizer After Dutch Government Shuts Down 3,000 Farms to Comply with Global Warming Goals https://t.co/bN33icvd8F via @gatewaypundit",0.094,0.756,0.15,0.9999
416,RT @JunkScience: November NASA satellite data in... still no warming since 2015... despite ~400 billion tons of manmade emissions and ~14%…,0.094,0.756,0.151,0.9999
417,"RT @wef: The 1.5°C global warming limit is still within grasp – here's how we can reach it #COP27 #Climate 

https://t.co/dR31Z6t4aE",0.093,0.756,0.151,0.9999
418,"RT @emungai_m: As a result of #climatechange, water is becoming more scarce in more places. In already water-stressed areas, global warming…",0.093,0.756,0.15,0.9999
419,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",0.093,0.756,0.15,0.9999
420,Can’t beat a bit of global warming https://t.co/hap4zhZzCy,0.093,0.756,0.15,0.9999
421,"@MatthewWielicki @TheDisproof You mean YOU don't really understand clouds?
Perhaps you could learn from scientists who do the research?
eg

""Observational evidence that cloud feedback amplifies global warming"" (2021)

https://t.co/AfajMyj7Yl

Discussed:

https://t.co/PnTsJutBGi",0.094,0.756,0.15,0.9999
422,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",0.094,0.756,0.15,0.9999
423,"RT @keisfangs: #MHASpoilers #MHA374 #BNHA374 

not the todorokis causing global warming https://t.co/ylIW0tbajc",0.093,0.756,0.15,0.9999
424,"@Fleic_ My art is like global warming, getting hotter and piercing the ozone layer *ba-da tsssssss*",0.093,0.757,0.15,0.9999
425,RT @yourdrunkbuddy: @scottie1479 @BjornLomborg @JonahDispatch Irrelevant. The propoganda the warmers make is that the polar bear population…,0.093,0.757,0.15,0.9999
426,"@ZLabe @gcarbonproject Well, no matter how many beautiful graphics you show, the central tenent is still missing:

NO warming can be derived from a trace gas 

Thusly we can conclude that global warming and cooling stems from energy composition in earth’s surroundings

THE SUN/COSMOS

NOT humans https://t.co/qUR3aO1dWE",0.093,0.757,0.15,0.9999
427,"@MatthewWielicki Try 50 years. Is tall remember the oncoming ice age in the 70s, closely followed by global warming, ozone layer depletion etc. anything to screw governments funding “climate science “",0.093,0.757,0.15,0.9999
429,"RT @tan123: For your copy/paste pleasure, here is some stuff that I like to say/tweet: 
CO2 is *not* the climate control knob.  It’s a poli…",0.093,0.757,0.15,0.9999
430,"RT @constantin_t: 💎 “No one has ever shown that human emissions of #CO2 drives global warming!” - Australian Geologist, Professor #IanPlime…",0.094,0.756,0.15,0.9999
431,"@TheDisproof @MatthewWielicki @Palaeo3D It if funny that a job you get paid to do that relies solely on climate change being real, that everything you put out points to ""Global warming"" meanwhile past historical records of the actual climate are being rewritten or deleted all being ""Homogenized"" to suit an agenda",0.093,0.756,0.15,0.9999
432,"RT @LionHearted76: The Green Agenda is Insane
🚨Oxfordshire City Council in England just approved a trial Climate Lockdown in 2024

To ‘save…",0.093,0.757,0.15,0.9999
433,"RT @Dad_At_Law: First voicemail, next up, global warming and then war. These kids are dead set on eliminating all of the world’s worst evil…",0.093,0.757,0.15,0.9999
434,@JamesMelville Would you have him ride a horse?  I doubt his plane travel is what's caused the catastrophe that is global warming.  But I guess you've nothing of substance to share.  Carry on.,0.093,0.756,0.15,0.9999
435,"@JustinTrudeau Stop allowing missiles to wreck atmosphere day in and day out! How much damage to oceans, to our planet, with bombs. North Korea and any country deciding to shooting of missiles, should pay carbon tax, a billion per inch. That’s the true cause of global warming. Grow trees notwar",0.093,0.756,0.151,0.9999
436,@TomTSEC @BlogerPisarz It's the worst kind of global warming with no symptoms🤡.,0.093,0.756,0.151,0.9999
437,global warming pls come thru🙏 https://t.co/n4AikdzIiZ,0.093,0.756,0.152,0.9999
438,"RT @Tony40335450: @BernieSpofforth @joseyrobins Global Warming? Northern Hemisphere Snow Cover At 56-Year High.

Most mainstream media outl…",0.093,0.755,0.152,0.9999
439,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",0.093,0.756,0.151,0.9999
440,RT @tealswag: nene accidentally accelerates global warming. asked to leave the theme park #prsk_FA #emunene https://t.co/j8SoXTw97d,0.093,0.756,0.151,0.9999
441,"@jrpsaki @WhiteHouse Awesome. 
Democrat control always makes America a better place for working people. 
Open borders, $4 a gallon gas, mandated vaccines, transgender theology, males in female locker rooms, global warming equity, &amp; endless mail in ballot harvesting. 
Who could ask for more.",0.093,0.756,0.151,0.9999
442,"@RealUtahMan @BjornLomborg The evidence is that humans are causing the current global warming, which is much more rapid than previous warming in the geological past. https://t.co/NPzsWwBplN",0.093,0.756,0.151,0.9999
443,"RT @4TR4iN: Simps who still believe in global warming should spend a  winter in Saskatchewan.

-45 C with wind chill tonight.

Thank God th…",0.092,0.756,0.151,0.9999
444,"""People still voted, so that means voter suppression doesn't exist"" is the ""it snowed in November, so that means there's no global warming"" of election-related political statements.

It's completely ignorant and ignores that systems contain multitudes. https://t.co/BaTWaiJRVO",0.093,0.756,0.151,0.9999
445,Global Warming is a total ass crack sandwich. Today is Pearl Harbour day &amp; I’m now off to cut some firewood for the elderly parents. Yup they’re ok yoday but had the fire going yesterday,0.093,0.756,0.151,0.9999
446,"RT @acamara0728: @easternair355 Never did.

Climate changes, constantly.

Ice Age, to warmer weather and after sometime  iceage again

This…",0.093,0.756,0.151,0.9999
447,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",0.093,0.756,0.151,0.9999
448,"I shouldn't quote Kipling's If at the ABC's apostle, Paul Barry as he might wet his pants.
Andrew Bolt hits back at 'global warming crusader' Media Watch's Paul Barry https://t.co/KByCsZVWuI",0.093,0.756,0.151,0.9999
449,"@GBNEWS I've decided to believe in global warming now.....
Can I have some?",0.093,0.756,0.151,0.9999
450,"@KevinDewane @dandelafe Exactly; science controlled by the stock market . 
Doesn’t heat affect sex in chicks at birth?  If global warming  is real we will need some electrical air conditioning system to have less cocks i assume !?",0.093,0.756,0.151,0.9999
451,"@KellyCraftKY So does solar, wind, hydro-electric, and nuclear, all without increasing global warming and killing people.",0.093,0.756,0.151,0.9999
452,"RT @BigCityAndrew: ""Shut up and sit down... Global warming is the greatest fraud perpetrated on humanity"".

*explicit language* 

Wow this…",0.093,0.755,0.151,0.9999
453,"RT @UN: ❌Myth: A few degrees of global warming are not a big deal. 

✅Fact: Every bit of warming worsens the impacts of the climate crisis…",0.094,0.755,0.151,0.9999
454,@CNN Finally some good news re: global warming?,0.093,0.755,0.151,0.9999
455,"RT @mtaibbi: I wonder how many people in relationships have tried the “I don’t want kids, but only because of global warming” line, and act…",0.093,0.755,0.151,0.9999
456,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",0.093,0.755,0.152,0.9999
457,RT @KnKsnksm0: Global warming… err cooling.. warming.. cooling.. warming.. cooling https://t.co/gGdoITCiNj,0.093,0.755,0.152,0.9999
458,@kylenabecker Since it's inception in Ancient Greece politics and corruption has always been questioned. Rebranding Global Warming and predictions that don't come true don't help with climate deniers. Scientists have always decried other scientists work until proven right or wrong. So??????,0.093,0.755,0.152,0.9999
459,@Xx17965797N Global Warming at it again.,0.093,0.755,0.152,0.9999
460,those who cannot condemn the past are doomed to repeat is is something @billieeilish would say during a global warming crisis meeting.,0.092,0.755,0.152,0.9999
461,@TomTSEC -35 this morning with the wind -45. I had high hopes for global warming looks like it’s another pipe dream,0.093,0.755,0.152,0.9999
462,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",0.093,0.756,0.152,0.9999
463,"RT @ogwausa: Will these 50-million-year-old mummies survive the ""climate crisis""?

Should you stop contributing to your 401k?

Tune in next…",0.093,0.756,0.152,0.9999
464,The Oxfordshire Council in England is to trial  a climate lockdown starting in 2024. Planning to lock residents in one of the 6 zones to save the planet from global warming.,0.092,0.756,0.152,0.9999
465,"RT @LionHearted76: The Green Agenda is Insane
🚨Oxfordshire City Council in England just approved a trial Climate Lockdown in 2024

To ‘save…",0.092,0.756,0.151,0.9999
466,"RT @MGSchmelzer: Instead of relying on untested and potentially dangerous negative emission technologies that might not work at scale, the…",0.092,0.756,0.151,0.9999
467,@david_rooke_ @BjornLomborg There is plenty of evidence. The current global warming is much faster than previous warming periods in geological time. It can't be dismissed as natural variation. https://t.co/NPzsWwBplN,0.092,0.756,0.152,0.9999
468,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",0.092,0.757,0.151,0.9999
470,"RT @coolbrookcole: @easternair355 Never did. It was the new ice age coming till it was global warming. Because if CO2. Which, of course, is…",0.092,0.757,0.151,0.9999
471,you know global warming is real when you're still finding stink bugs in your bedroom in december,0.092,0.757,0.151,0.9999
472,@Breaking911 It's interesting how these on-air medical emergencies are being normalized. Never saw that until the last couple of years. Maybe it's global warming?,0.091,0.757,0.151,0.9999
473,Some Good Global Warming Comments  🤔 https://t.co/31oXk7JcPW,0.092,0.756,0.152,0.9999
474,"RT @LionHearted76: The Green Agenda is Insane
🚨Oxfordshire City Council in England just approved a trial Climate Lockdown in 2024

To ‘save…",0.092,0.757,0.152,0.9999
475,"RT @constantin_t: 💎 “No one has ever shown that human emissions of #CO2 drives global warming!” - Australian Geologist, Professor #IanPlime…",0.091,0.757,0.152,0.9999
476,"1/2 Let’s assume that Global warming is happening. It’s not, but let’s assume it is and it is as dire as you can possibly imagine. 

Why is YOUR solution a Global-Tax-Ponzi-Casino-Gulag? 

Why is YOUR solution a Global System of SLAVERY? 

Why not #Liberty?",0.091,0.757,0.152,0.9999
477,"RT @CoachBalto: Global warming is coming for your cars, not those bicyclist wanting protected bike lanes.  https://t.co/JvgZcCZrH2",0.091,0.758,0.152,0.9999
480,RT @CanadaGray: @TomTSEC Due to global warming it is +7 in Toronto....yep just weather that means nothing about climate.,0.092,0.756,0.151,0.9999
482,"RT @ogwausa: Will these 50-million-year-old mummies survive the ""climate crisis""?

Should you stop contributing to your 401k?

Tune in next…",0.094,0.756,0.151,0.9999
483,"Shut up and listen. Given the scale of issues like global warming and epidemic disease, we shouldn't underestimate the importance of a can-do attitude to science rather than a can't-afford-it attitude. Die soon",0.093,0.756,0.151,0.9999
484,"@charlruto Can I join your campaign, I have an advanced degree  in converting carbon dioxide to chemical fuels using nanotechnology to mitigation global warming and climate change. I will be grateful for the opportunity.",0.093,0.756,0.151,0.9999
486,"Countries have spent decades and billions of dollars on infrastructure and technology that aids the production of renewable energy. We are here to help Pakistan pick up the pace and win the fight against global warming.

#BigChief #SolarPower #GoSolar #SaveThePlanet #Pakistan https://t.co/Gpqvbh70cg",0.093,0.756,0.151,0.9999
487,"@BoVanston @TomTSEC Well, it was -16 deg F (-27 deg C) 10 days ago in Willow, AK in November. So you can shove your global warming in Anchorage when it's now SNOWING (= milder temp.)
Try to impress someone else in the lower 48 with your melting glaciers!",0.093,0.756,0.151,0.9999
488,"RT @babyyakira: Fck me if I’m wrong , but global warming isn’t real https://t.co/aaTZunpk7g",0.093,0.756,0.151,0.9999
489,"RT @ogwausa: Will these 50-million-year-old mummies survive the ""climate crisis""?

Should you stop contributing to your 401k?

Tune in next…",0.093,0.756,0.151,0.9999
490,"@LeeTheCryptoKn1 @CBCNews The warmer it gets the nicer Canada will get, more C02 the bigger plants get that release more oxygen. Global warming can’t be stopped if the planet wants to heat up its not humans doing it one volcano eruption will dwarf all of human output",0.093,0.756,0.151,0.9999
491,"RT @constantin_t: 💎 “No one has ever shown that human emissions of #CO2 drives global warming!” - Australian Geologist, Professor #IanPlime…",0.094,0.756,0.151,0.9999
492,"RT @CoachBalto: Global warming is coming for your cars, not those bicyclist wanting protected bike lanes.  https://t.co/JvgZcCZrH2",0.093,0.756,0.151,0.9999
493,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",0.093,0.756,0.151,0.9999
494,Without that global warming .....Edmonton would have been in  trouble ..... https://t.co/y2MW9pmx7B,0.093,0.756,0.151,0.9999
495,"RT @constantin_t: 💎 “No one has ever shown that human emissions of #CO2 drives global warming!” - Australian Geologist, Professor #IanPlime…",0.093,0.756,0.151,0.9999
496,@Merica_81 Babe we have to save the world by getting more boosters and I just donated the rest of our savings to fight the war in Ukraine. Ps global warming is trumps fault just confirmed. Knew it.,0.093,0.757,0.15,0.9999
497,"@GregorMacdonald Renewables going fwd have cost benefits which everyone is interested in. Renewables 2010-20 &amp; earlier were mostly driven by ideology (global warming concerns), not economics.  Non-buyers incl the many that disagreed with the ideology or agreed with it but refused the higher cost",0.093,0.757,0.15,0.9999
498,Global Warming To Activate Zombie Viruses https://t.co/gklcXpxem9,0.093,0.756,0.151,0.9999
499,"RT @thehealthb0t: Spraying the skies with sulfate particles (chemtrails) will destroy the planet faster than ""global warming"" ever could.",0.093,0.756,0.151,0.9999
500,@Breaking911 Dehydration is the subtle way of claiming global warming.,0.093,0.756,0.151,0.9999
501,"Is It Hot Enough for You?: Global Warming Heats Up (24/7: Behind the Headlines Special Editions) J0EYHMH

https://t.co/MTwOW2rmQ1 https://t.co/QUTJDnOURF",0.093,0.756,0.151,0.9999
502,RT @ACCIONA_EN: Climate change denial has gone from rejecting scientific evidence to dodging taking urgent measures to halt global warming…,0.093,0.756,0.151,0.9999
503,"RT @BillSparow1: @QuentinDempster How good is Global Warming 
The world has warmed 1 degree C in the last 170 years. 
Climate death rate ha…",0.093,0.756,0.151,0.9999
504,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",0.093,0.756,0.151,0.9999
506,@TomTSEC They changed it to Climate Change now to cover hot and cold. Global Warming wasn’t selling.,0.094,0.755,0.151,0.9999
507,@TIME Also noone cares about global warming. https://t.co/tCyVHm9Nnd,0.094,0.755,0.151,0.9999
509,"RT @tan123: For your copy/paste pleasure, here is some stuff that I like to say/tweet: 
CO2 is *not* the climate control knob.  It’s a poli…",0.094,0.755,0.151,0.9999
510,"RT @tan123: For your copy/paste pleasure, here is some stuff that I like to say/tweet: 
CO2 is *not* the climate control knob.  It’s a poli…",0.093,0.756,0.151,0.9999
511,"@Ingrown_nail @chair_this @Breaking911 I'm so old I remember when ""climate change"" was called ""global warming"". They had to pivot once we reached 2020 and Miami wasn't at the bottom of the ocean though.",0.094,0.755,0.151,0.9999
512,@juniperjadey The only global warming that’s acceptable,0.094,0.755,0.151,0.9999
514,"RT @ogwausa: Will these 50-million-year-old mummies survive the ""climate crisis""?

Should you stop contributing to your 401k?

Tune in next…",0.094,0.755,0.151,0.9999
516,"ORGANIZED FAMINE: Germany Orders Farmers to Slash Fertilizer After Dutch Government Shuts Down 3,000 Farms to Comply with Global Warming Goals https://t.co/bN33icvd8F via @gatewaypundit",0.094,0.756,0.151,0.9999
517,RT @JunkScience: November NASA satellite data in... still no warming since 2015... despite ~400 billion tons of manmade emissions and ~14%…,0.093,0.756,0.151,0.9999
518,"RT @wef: The 1.5°C global warming limit is still within grasp – here's how we can reach it #COP27 #Climate 

https://t.co/dR31Z6t4aE",0.093,0.756,0.151,0.9999
519,"RT @emungai_m: As a result of #climatechange, water is becoming more scarce in more places. In already water-stressed areas, global warming…",0.093,0.756,0.151,0.9999
520,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",0.093,0.756,0.151,0.9999
521,Can’t beat a bit of global warming https://t.co/hap4zhZzCy,0.094,0.755,0.151,0.9999
522,"@MatthewWielicki @TheDisproof You mean YOU don't really understand clouds?
Perhaps you could learn from scientists who do the research?
eg

""Observational evidence that cloud feedback amplifies global warming"" (2021)

https://t.co/AfajMyj7Yl

Discussed:

https://t.co/PnTsJutBGi",0.094,0.755,0.151,0.9999
523,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",0.094,0.756,0.151,0.9999
524,"RT @keisfangs: #MHASpoilers #MHA374 #BNHA374 

not the todorokis causing global warming https://t.co/ylIW0tbajc",0.094,0.756,0.151,0.9999
525,"@Fleic_ My art is like global warming, getting hotter and piercing the ozone layer *ba-da tsssssss*",0.094,0.755,0.151,0.9999
526,RT @yourdrunkbuddy: @scottie1479 @BjornLomborg @JonahDispatch Irrelevant. The propoganda the warmers make is that the polar bear population…,0.093,0.755,0.152,0.9999
527,"@ZLabe @gcarbonproject Well, no matter how many beautiful graphics you show, the central tenent is still missing:

NO warming can be derived from a trace gas 

Thusly we can conclude that global warming and cooling stems from energy composition in earth’s surroundings

THE SUN/COSMOS

NOT humans https://t.co/qUR3aO1dWE",0.093,0.755,0.152,0.9999
528,"@MatthewWielicki Try 50 years. Is tall remember the oncoming ice age in the 70s, closely followed by global warming, ozone layer depletion etc. anything to screw governments funding “climate science “",0.093,0.755,0.152,0.9999
530,"RT @tan123: For your copy/paste pleasure, here is some stuff that I like to say/tweet: 
CO2 is *not* the climate control knob.  It’s a poli…",0.093,0.755,0.152,0.9999
531,"RT @constantin_t: 💎 “No one has ever shown that human emissions of #CO2 drives global warming!” - Australian Geologist, Professor #IanPlime…",0.093,0.755,0.152,0.9999
532,"@TheDisproof @MatthewWielicki @Palaeo3D It if funny that a job you get paid to do that relies solely on climate change being real, that everything you put out points to ""Global warming"" meanwhile past historical records of the actual climate are being rewritten or deleted all being ""Homogenized"" to suit an agenda",0.093,0.755,0.152,0.9999
533,"RT @LionHearted76: The Green Agenda is Insane
🚨Oxfordshire City Council in England just approved a trial Climate Lockdown in 2024

To ‘save…",0.093,0.755,0.152,0.9999
534,"RT @Dad_At_Law: First voicemail, next up, global warming and then war. These kids are dead set on eliminating all of the world’s worst evil…",0.093,0.755,0.152,0.9999
535,@JamesMelville Would you have him ride a horse?  I doubt his plane travel is what's caused the catastrophe that is global warming.  But I guess you've nothing of substance to share.  Carry on.,0.093,0.755,0.152,0.9999
536,"@JustinTrudeau Stop allowing missiles to wreck atmosphere day in and day out! How much damage to oceans, to our planet, with bombs. North Korea and any country deciding to shooting of missiles, should pay carbon tax, a billion per inch. That’s the true cause of global warming. Grow trees notwar",0.093,0.756,0.151,0.9999
537,@TomTSEC @BlogerPisarz It's the worst kind of global warming with no symptoms🤡.,0.093,0.755,0.151,0.9999
538,global warming pls come thru🙏 https://t.co/n4AikdzIiZ,0.093,0.755,0.152,0.9999
539,"RT @Tony40335450: @BernieSpofforth @joseyrobins Global Warming? Northern Hemisphere Snow Cover At 56-Year High.

Most mainstream media outl…",0.093,0.755,0.152,0.9999
540,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",,,,
541,RT @tealswag: nene accidentally accelerates global warming. asked to leave the theme park #prsk_FA #emunene https://t.co/j8SoXTw97d,,,,
542,"@jrpsaki @WhiteHouse Awesome. 
Democrat control always makes America a better place for working people. 
Open borders, $4 a gallon gas, mandated vaccines, transgender theology, males in female locker rooms, global warming equity, &amp; endless mail in ballot harvesting. 
Who could ask for more.",,,,
543,"@RealUtahMan @BjornLomborg The evidence is that humans are causing the current global warming, which is much more rapid than previous warming in the geological past. https://t.co/NPzsWwBplN",,,,
544,"RT @4TR4iN: Simps who still believe in global warming should spend a  winter in Saskatchewan.

-45 C with wind chill tonight.

Thank God th…",,,,
545,"""People still voted, so that means voter suppression doesn't exist"" is the ""it snowed in November, so that means there's no global warming"" of election-related political statements.

It's completely ignorant and ignores that systems contain multitudes. https://t.co/BaTWaiJRVO",,,,
546,Global Warming is a total ass crack sandwich. Today is Pearl Harbour day &amp; I’m now off to cut some firewood for the elderly parents. Yup they’re ok yoday but had the fire going yesterday,,,,
547,"RT @acamara0728: @easternair355 Never did.

Climate changes, constantly.

Ice Age, to warmer weather and after sometime  iceage again

This…",,,,
548,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",,,,
549,"I shouldn't quote Kipling's If at the ABC's apostle, Paul Barry as he might wet his pants.
Andrew Bolt hits back at 'global warming crusader' Media Watch's Paul Barry https://t.co/KByCsZVWuI",,,,
550,"@GBNEWS I've decided to believe in global warming now.....
Can I have some?",,,,
551,"@KevinDewane @dandelafe Exactly; science controlled by the stock market . 
Doesn’t heat affect sex in chicks at birth?  If global warming  is real we will need some electrical air conditioning system to have less cocks i assume !?",,,,
552,"@KellyCraftKY So does solar, wind, hydro-electric, and nuclear, all without increasing global warming and killing people.",,,,
553,"RT @BigCityAndrew: ""Shut up and sit down... Global warming is the greatest fraud perpetrated on humanity"".

*explicit language* 

Wow this…",,,,
554,"RT @UN: ❌Myth: A few degrees of global warming are not a big deal. 

✅Fact: Every bit of warming worsens the impacts of the climate crisis…",,,,
555,@CNN Finally some good news re: global warming?,,,,
556,"RT @mtaibbi: I wonder how many people in relationships have tried the “I don’t want kids, but only because of global warming” line, and act…",,,,
557,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",,,,
558,RT @KnKsnksm0: Global warming… err cooling.. warming.. cooling.. warming.. cooling https://t.co/gGdoITCiNj,,,,
559,@kylenabecker Since it's inception in Ancient Greece politics and corruption has always been questioned. Rebranding Global Warming and predictions that don't come true don't help with climate deniers. Scientists have always decried other scientists work until proven right or wrong. So??????,,,,
560,@Xx17965797N Global Warming at it again.,,,,
561,those who cannot condemn the past are doomed to repeat is is something @billieeilish would say during a global warming crisis meeting.,,,,
562,@TomTSEC -35 this morning with the wind -45. I had high hopes for global warming looks like it’s another pipe dream,,,,
563,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",,,,
564,"RT @ogwausa: Will these 50-million-year-old mummies survive the ""climate crisis""?

Should you stop contributing to your 401k?

Tune in next…",,,,
565,The Oxfordshire Council in England is to trial  a climate lockdown starting in 2024. Planning to lock residents in one of the 6 zones to save the planet from global warming.,,,,
566,"RT @LionHearted76: The Green Agenda is Insane
🚨Oxfordshire City Council in England just approved a trial Climate Lockdown in 2024

To ‘save…",,,,
567,"RT @MGSchmelzer: Instead of relying on untested and potentially dangerous negative emission technologies that might not work at scale, the…",,,,
568,@david_rooke_ @BjornLomborg There is plenty of evidence. The current global warming is much faster than previous warming periods in geological time. It can't be dismissed as natural variation. https://t.co/NPzsWwBplN,,,,
569,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",,,,
571,"RT @coolbrookcole: @easternair355 Never did. It was the new ice age coming till it was global warming. Because if CO2. Which, of course, is…",,,,
572,you know global warming is real when you're still finding stink bugs in your bedroom in december,,,,
573,@Breaking911 It's interesting how these on-air medical emergencies are being normalized. Never saw that until the last couple of years. Maybe it's global warming?,,,,
574,Some Good Global Warming Comments  🤔 https://t.co/31oXk7JcPW,,,,
575,"RT @LionHearted76: The Green Agenda is Insane
🚨Oxfordshire City Council in England just approved a trial Climate Lockdown in 2024

To ‘save…",,,,
576,"RT @constantin_t: 💎 “No one has ever shown that human emissions of #CO2 drives global warming!” - Australian Geologist, Professor #IanPlime…",,,,
577,"1/2 Let’s assume that Global warming is happening. It’s not, but let’s assume it is and it is as dire as you can possibly imagine. 

Why is YOUR solution a Global-Tax-Ponzi-Casino-Gulag? 

Why is YOUR solution a Global System of SLAVERY? 

Why not #Liberty?",,,,
578,"RT @CoachBalto: Global warming is coming for your cars, not those bicyclist wanting protected bike lanes.  https://t.co/JvgZcCZrH2",,,,
581,RT @CanadaGray: @TomTSEC Due to global warming it is +7 in Toronto....yep just weather that means nothing about climate.,,,,
583,"RT @ogwausa: Will these 50-million-year-old mummies survive the ""climate crisis""?

Should you stop contributing to your 401k?

Tune in next…",,,,
584,"Shut up and listen. Given the scale of issues like global warming and epidemic disease, we shouldn't underestimate the importance of a can-do attitude to science rather than a can't-afford-it attitude. Die soon",,,,
585,"@charlruto Can I join your campaign, I have an advanced degree  in converting carbon dioxide to chemical fuels using nanotechnology to mitigation global warming and climate change. I will be grateful for the opportunity.",,,,
587,"Countries have spent decades and billions of dollars on infrastructure and technology that aids the production of renewable energy. We are here to help Pakistan pick up the pace and win the fight against global warming.

#BigChief #SolarPower #GoSolar #SaveThePlanet #Pakistan https://t.co/Gpqvbh70cg",,,,
588,"@BoVanston @TomTSEC Well, it was -16 deg F (-27 deg C) 10 days ago in Willow, AK in November. So you can shove your global warming in Anchorage when it's now SNOWING (= milder temp.)
Try to impress someone else in the lower 48 with your melting glaciers!",,,,
589,"RT @babyyakira: Fck me if I’m wrong , but global warming isn’t real https://t.co/aaTZunpk7g",,,,
590,"RT @ogwausa: Will these 50-million-year-old mummies survive the ""climate crisis""?

Should you stop contributing to your 401k?

Tune in next…",,,,
591,"@LeeTheCryptoKn1 @CBCNews The warmer it gets the nicer Canada will get, more C02 the bigger plants get that release more oxygen. Global warming can’t be stopped if the planet wants to heat up its not humans doing it one volcano eruption will dwarf all of human output",,,,
