,Value (kWh),notes,Date,time,Day,Temp_max,Temp_avg,Temp_min,Dew_max,Dew_avg,Dew_min,Hum_max,Hum_avg,Hum_min,Wind_max,Wind_avg,Wind_min,Press_max,Press_avg,Press_min,Precipit,day_of_week,year
24492,0.3389999999999999,weekday,2019-03-18,12:00:00,18,70,57.1,46,43,39.7,35,83,57.0,29,15,5.9,0,30.2,30.1,30.1,0.0,0,2019
24493,0.264,weekday,2019-03-18,13:00:00,18,70,57.1,46,43,39.7,35,83,57.0,29,15,5.9,0,30.2,30.1,30.1,0.0,0,2019
24494,0.272,weekday,2019-03-18,14:00:00,18,70,57.1,46,43,39.7,35,83,57.0,29,15,5.9,0,30.2,30.1,30.1,0.0,0,2019
24495,0.221,weekday,2019-03-18,15:00:00,18,70,57.1,46,43,39.7,35,83,57.0,29,15,5.9,0,30.2,30.1,30.1,0.0,0,2019
24496,0.247,weekday,2019-03-18,16:00:00,18,70,57.1,46,43,39.7,35,83,57.0,29,15,5.9,0,30.2,30.1,30.1,0.0,0,2019
24497,0.395,weekday,2019-03-18,17:00:00,18,70,57.1,46,43,39.7,35,83,57.0,29,15,5.9,0,30.2,30.1,30.1,0.0,0,2019
24498,0.444,weekday,2019-03-18,18:00:00,18,70,57.1,46,43,39.7,35,83,57.0,29,15,5.9,0,30.2,30.1,30.1,0.0,0,2019
24499,0.507,weekday,2019-03-18,19:00:00,18,70,57.1,46,43,39.7,35,83,57.0,29,15,5.9,0,30.2,30.1,30.1,0.0,0,2019
24500,0.736,weekday,2019-03-18,20:00:00,18,70,57.1,46,43,39.7,35,83,57.0,29,15,5.9,0,30.2,30.1,30.1,0.0,0,2019
24501,0.619,weekday,2019-03-18,21:00:00,18,70,57.1,46,43,39.7,35,83,57.0,29,15,5.9,0,30.2,30.1,30.1,0.0,0,2019
24502,0.408,weekday,2019-03-18,22:00:00,18,70,57.1,46,43,39.7,35,83,57.0,29,15,5.9,0,30.2,30.1,30.1,0.0,0,2019
24503,0.4029999999999999,weekday,2019-03-18,23:00:00,18,70,57.1,46,43,39.7,35,83,57.0,29,15,5.9,0,30.2,30.1,30.1,0.0,0,2019
24504,0.36,weekday,2019-03-19,00:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24505,0.2789999999999999,weekday,2019-03-19,01:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24506,0.321,weekday,2019-03-19,02:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24507,0.347,weekday,2019-03-19,03:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24508,0.462,weekday,2019-03-19,04:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24509,0.359,weekday,2019-03-19,05:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24510,0.878,weekday,2019-03-19,06:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24511,0.636,weekday,2019-03-19,07:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24512,0.7390000000000001,weekday,2019-03-19,08:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24513,0.276,weekday,2019-03-19,09:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24514,0.2769999999999999,weekday,2019-03-19,10:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24515,0.236,weekday,2019-03-19,11:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24516,0.301,weekday,2019-03-19,12:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24517,0.3,weekday,2019-03-19,13:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24518,0.259,weekday,2019-03-19,14:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24519,0.318,weekday,2019-03-19,15:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24520,0.308,weekday,2019-03-19,16:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24521,0.4,weekday,2019-03-19,17:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24522,0.6559999999999999,weekday,2019-03-19,18:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24523,0.916,weekday,2019-03-19,19:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24524,0.7040000000000001,weekday,2019-03-19,20:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24525,0.573,weekday,2019-03-19,21:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24526,0.432,weekday,2019-03-19,22:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24527,0.4579999999999999,weekday,2019-03-19,23:00:00,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0.0,1,2019
24528,0.363,weekday,2019-03-20,00:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24529,0.33,weekday,2019-03-20,01:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24530,0.3339999999999999,weekday,2019-03-20,02:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24531,0.313,weekday,2019-03-20,03:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24532,0.3329999999999999,weekday,2019-03-20,04:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24533,0.292,weekday,2019-03-20,05:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24534,0.652,weekday,2019-03-20,06:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24535,0.588,weekday,2019-03-20,07:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24536,0.4539999999999999,weekday,2019-03-20,08:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24537,0.322,weekday,2019-03-20,09:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24538,0.259,weekday,2019-03-20,10:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24539,0.326,weekday,2019-03-20,11:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24540,0.276,weekday,2019-03-20,12:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24541,0.294,weekday,2019-03-20,13:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24542,0.284,weekday,2019-03-20,14:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24543,0.436,weekday,2019-03-20,15:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24544,0.351,weekday,2019-03-20,16:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24545,0.352,weekday,2019-03-20,17:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24546,0.288,weekday,2019-03-20,18:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24547,0.541,weekday,2019-03-20,19:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24548,0.624,weekday,2019-03-20,20:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24549,0.499,weekday,2019-03-20,21:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24550,0.376,weekday,2019-03-20,22:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24551,0.296,weekday,2019-03-20,23:00:00,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30.0,0.0,2,2019
24552,0.386235294,weekday,2019-03-21,00:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24553,0.374366782,weekday,2019-03-21,01:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24554,0.369682475,weekday,2019-03-21,02:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24555,0.372487327,weekday,2019-03-21,03:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24556,0.379163052,weekday,2019-03-21,04:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24557,0.38229029,weekday,2019-03-21,05:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24558,0.38854266,weekday,2019-03-21,06:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24559,0.394103993,weekday,2019-03-21,07:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24560,0.4005806979999999,weekday,2019-03-21,08:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24561,0.39849721,weekday,2019-03-21,09:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24562,0.401291164,weekday,2019-03-21,10:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24563,0.404190644,weekday,2019-03-21,11:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24564,0.411025388,weekday,2019-03-21,12:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24565,0.403379822,weekday,2019-03-21,13:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24566,0.390402165,weekday,2019-03-21,14:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24567,0.384014057,weekday,2019-03-21,15:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24568,0.384485472,weekday,2019-03-21,16:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24569,0.3896904989999999,weekday,2019-03-21,17:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24570,0.389893747,weekday,2019-03-21,18:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24571,0.3908070979999999,weekday,2019-03-21,19:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24572,0.3920497229999999,weekday,2019-03-21,20:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24573,0.393200452,weekday,2019-03-21,21:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24574,0.394026181,weekday,2019-03-21,22:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24575,0.3947165279999999,weekday,2019-03-21,23:00:00,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30.0,0.0,3,2019
24576,0.395079696,weekday,2019-03-22,00:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24577,0.395137091,weekday,2019-03-22,01:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24578,0.394816878,weekday,2019-03-22,02:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24579,0.3946003879999999,weekday,2019-03-22,03:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24580,0.394206813,weekday,2019-03-22,04:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24581,0.3936195289999999,weekday,2019-03-22,05:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24582,0.392595655,weekday,2019-03-22,06:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24583,0.391961292,weekday,2019-03-22,07:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24584,0.392053006,weekday,2019-03-22,08:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24585,0.392525885,weekday,2019-03-22,09:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24586,0.392998851,weekday,2019-03-22,10:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24587,0.39319346,weekday,2019-03-22,11:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24588,0.39338756,weekday,2019-03-22,12:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24589,0.393539352,weekday,2019-03-22,13:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24590,0.3936269779999999,weekday,2019-03-22,14:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24591,0.393652067,weekday,2019-03-22,15:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24592,0.393630061,weekday,2019-03-22,16:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24593,0.393566151,weekday,2019-03-22,17:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24594,0.393477119,weekday,2019-03-22,18:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24595,0.393379473,weekday,2019-03-22,19:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24596,0.39329492,weekday,2019-03-22,20:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24597,0.3932181279999999,weekday,2019-03-22,21:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24598,0.39315997,weekday,2019-03-22,22:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24599,0.393132937,weekday,2019-03-22,23:00:00,22,81,66.0,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30.0,29.9,0.0,4,2019
24600,0.393164542,weekend,2019-03-23,00:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24601,0.393235321,weekend,2019-03-23,01:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24602,0.393304869,weekend,2019-03-23,02:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24603,0.393350692,weekend,2019-03-23,03:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24604,0.393371388,weekend,2019-03-23,04:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24605,0.393381855,weekend,2019-03-23,05:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24606,0.393381519,weekend,2019-03-23,06:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24607,0.393372235,weekend,2019-03-23,07:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24608,0.39335725,weekend,2019-03-23,08:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24609,0.393339907,weekend,2019-03-23,09:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24610,0.39332284,weekend,2019-03-23,10:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24611,0.393308527,weekend,2019-03-23,11:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24612,0.39329861,weekend,2019-03-23,12:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24613,0.3932938529999999,weekend,2019-03-23,13:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24614,0.393293791,weekend,2019-03-23,14:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24615,0.393298241,weekend,2019-03-23,15:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24616,0.393306375,weekend,2019-03-23,16:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24617,0.393316577,weekend,2019-03-23,17:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24618,0.393325521,weekend,2019-03-23,18:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24619,0.393330826,weekend,2019-03-23,19:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24620,0.3933323529999999,weekend,2019-03-23,20:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24621,0.393331275,weekend,2019-03-23,21:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24622,0.393328915,weekend,2019-03-23,22:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24623,0.393325801,weekend,2019-03-23,23:00:00,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30.0,29.9,0.0,5,2019
24624,0.264,weekend,2019-03-24,00:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24625,0.341,weekend,2019-03-24,01:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24626,0.256,weekend,2019-03-24,02:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24627,0.308,weekend,2019-03-24,03:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24628,0.238,weekend,2019-03-24,04:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24629,0.347,weekend,2019-03-24,05:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24630,0.306,weekend,2019-03-24,06:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24631,0.301,weekend,2019-03-24,07:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24632,0.3339999999999999,weekend,2019-03-24,08:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24633,0.77,weekend,2019-03-24,09:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24634,0.612,weekend,2019-03-24,10:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24635,0.308,weekend,2019-03-24,11:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24636,0.74,weekend,2019-03-24,12:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24637,0.377,weekend,2019-03-24,13:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24638,0.347,weekend,2019-03-24,14:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24639,0.416,weekend,2019-03-24,15:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24640,0.515,weekend,2019-03-24,16:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24641,0.5379999999999999,weekend,2019-03-24,17:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24642,0.493,weekend,2019-03-24,18:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24643,0.7809999999999999,weekend,2019-03-24,19:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24644,0.8320000000000001,weekend,2019-03-24,20:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24645,0.622,weekend,2019-03-24,21:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24646,0.5429999999999999,weekend,2019-03-24,22:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24647,0.331,weekend,2019-03-24,23:00:00,24,80,69.0,57,67,64.3,57,100,85.9,62,13,7.3,0,30.0,30.0,29.9,0.0,6,2019
24648,0.291,weekday,2019-03-25,00:00:00,25,86,73.1,66,69,64.8,52,97,77.0,49,14,7.2,0,30.1,30.0,29.9,0.0,0,2019
24649,0.3289999999999999,weekday,2019-03-25,01:00:00,25,86,73.1,66,69,64.8,52,97,77.0,49,14,7.2,0,30.1,30.0,29.9,0.0,0,2019
24650,0.3,weekday,2019-03-25,02:00:00,25,86,73.1,66,69,64.8,52,97,77.0,49,14,7.2,0,30.1,30.0,29.9,0.0,0,2019
24651,0.312,weekday,2019-03-25,03:00:00,25,86,73.1,66,69,64.8,52,97,77.0,49,14,7.2,0,30.1,30.0,29.9,0.0,0,2019
24652,0.265,weekday,2019-03-25,04:00:00,25,86,73.1,66,69,64.8,52,97,77.0,49,14,7.2,0,30.1,30.0,29.9,0.0,0,2019
24653,0.348,weekday,2019-03-25,05:00:00,25,86,73.1,66,69,64.8,52,97,77.0,49,14,7.2,0,30.1,30.0,29.9,0.0,0,2019
24654,0.574,weekday,2019-03-25,06:00:00,25,86,73.1,66,69,64.8,52,97,77.0,49,14,7.2,0,30.1,30.0,29.9,0.0,0,2019
24655,0.346,weekday,2019-03-25,07:00:00,25,86,73.1,66,69,64.8,52,97,77.0,49,14,7.2,0,30.1,30.0,29.9,0.0,0,2019
24656,0.309,weekday,2019-03-25,08:00:00,25,86,73.1,66,69,64.8,52,97,77.0,49,14,7.2,0,30.1,30.0,29.9,0.0,0,2019
24657,0.31,weekday,2019-03-25,09:00:00,25,86,73.1,66,69,64.8,52,97,77.0,49,14,7.2,0,30.1,30.0,29.9,0.0,0,2019
24658,0.352,weekday,2019-03-25,10:00:00,25,86,73.1,66,69,64.8,52,97,77.0,49,14,7.2,0,30.1,30.0,29.9,0.0,0,2019
24659,0.25,weekday,2019-03-25,11:00:00,25,86,73.1,66,69,64.8,52,97,77.0,49,14,7.2,0,30.1,30.0,29.9,0.0,0,2019
24660,0.29,weekday,2019-03-25,12:00:00,25,86,73.1,66,69,64.8,52,97,77.0,49,14,7.2,0,30.1,30.0,29.9,0.0,0,2019
24661,0.252,weekday,2019-03-25,13:00:00,25,86,73.1,66,69,64.8,52,97,77.0,49,14,7.2,0,30.1,30.0,29.9,0.0,0,2019
24662,0.304,weekday,2019-03-25,14:00:00,25,86,73.1,66,69,64.8,52,97,77.0,49,14,7.2,0,30.1,30.0,29.9,0.0,0,2019
24663,0.373,weekday,2019-03-25,15:00:00,25,86,73.1,66,69,64.8,52,97,77.0,49,14,7.2,0,30.1,30.0,29.9,0.0,0,2019
